finalist_1,finalist_2,kampioen,topscorer_1,topscorer_2,topscorer_doelpunten,gele_kaarten,land_meeste_kaarten,weghorst_minuten
Spanje,Argentinië,Spanje,Messi,Mbappé,8,270,Argentinië,49
